DrugID,DrugName,DrugCUI
DB00776,Oxcarbazepine,C0069751
DB14575,Eslicarbazepine,C2725260
DB00448,Lansoprazole,C0050940
DB01183,Naloxone,C0027358
DB09118,Stiripentol,C0075262
DB11779,Danoprevir,C2973564
DB11730,Ribociclib,C4045494
DB09101,Elvitegravir,C2606637
DB00696,Ergotamine,C0014710
DB11712,Tezacaftor,C4519194
DB00582,Voriconazole,C0393080
DB14019,Fosnetupitant,C4691680
DB01110,Miconazole,C0025942
DB01087,Primaquine,C0033126
DB01764,Dalfopristin,C0756085
DB04794,Bifonazole,C0053570
DB00778,Roxithromycin,C0035891
DB00818,Propofol,C0033487
DB11837,Osilodrostat,C4330903
DB01085,Pilocarpine,C0031923
DB01698,Rutin,C0035976
DB06174,Noscapine,C0028426
DB06458,Remacemide,C0140182
DB06774,Capsaicin,C0006931
DB08811,Tofisopam,C0076784
DB11198,Peppermint oil,C0070325
DB00248,Cabergoline,C0107994
DB00254,Doxycycline,C0013090
DB00759,Tetracycline,C0039644
DB01129,Rabeprazole,C0378482
DB01587,Ketazolam,C0064304
DB05482,7-ethyl-10-hydroxycamptothecin,C0099808
DB13950,WIN 55212-2,C0148782
DB01093,Dimethyl sulfoxide,C0012403
DB00358,Mefloquine,C0025153
DB00845,Clofazimine,C0008996
DB00916,Metronidazole,C0025872
DB00186,Lorazepam,C0024002
DB00426,Famciclovir,C0209227
DB01411,Pranlukast,C0526058
DB06218,Lacosamide,C0893761
DB09071,Tasimelteon,C1313052
DB09274,Artesunate,C0052432
DB11094,Vitamin D,C0042866
DB11273,Dihydroergocornine,C0012288
DB11952,Duvelisib,C4079854
DB12515,9-aminocamptothecin,C0214192
DB12952,Methylprednisone,C4519262
DB13345,Dihydroergocristine,C0012289
DB13385,Dihydroergocryptine,C0012290
DB00518,Albendazole,C0001911
DB02520,Ditiocarb,C0012194
DB11574,Elbasvir,C4080052
DB00250,Dapsone,C0010980
DB00822,Disulfiram,C0012772
DB00962,Zaleplon,C0251504
DB01058,Praziquantel,C0032911
DB01126,Dutasteride,C0754659
DB01216,Finasteride,C0060389
DB01218,Halofantrine,C0120726
DB06176,Romidepsin,C1527027
DB06267,Udenafil,C1742789
DB06652,Vicriviroc,C1452204
DB09256,Tegafur,C0016778
DB12130,Lorlatinib,C4080091
DB12301,Doravirine,C4045491
DB12483,Copanlisib,C4049141
DB14542,Hydrocortisone phosphate,C0056383
DB01103,Quinacrine,C0034403
DB01597,Cilastatin,C0008777
DB00092,Alefacept,C0962603
DB00095,Efalizumab,C1174995
DB00108,Natalizumab,C1172734
DB00111,Daclizumab,C0663182
DB00112,Bevacizumab,C0796392
DB00290,Bleomycin,C0005740
DB00432,Trifluridine,C0040987
DB00541,Vincristine,C0042679
DB00688,Mycophenolate mofetil,C0209368
DB00755,Tretinoin,C0040845
DB00993,Azathioprine,C0004482
DB01024,Mycophenolic acid,C0026933
DB01097,Leflunomide,C0063041
DB01196,Estramustine,C0014921
DB01257,Eculizumab,C1541483
DB01281,Abatacept,C1619966
DB01394,Colchicine,C0009262
DB01423,Stepronin,C0075227
DB01816,Castanospermine,C0054849
DB03523,Brequinar,C0280509
DB04951,Pirfenidone,C0298067
DB04956,Afelimomab,C0966666
DB05259,Glatiramer,C0717787
DB05260,Gallium nitrate,C0061008
DB05459,Briakinumab,C2744325
DB05676,Apremilast,C1678805
DB06168,Canakinumab,C2718773
DB06372,Rilonacept,C2343589
DB06603,Panobinostat,C1998098
DB06612,Mepolizumab,C0969324
DB06643,Denosumab,C1690432
DB06662,Abetimus,C1172637
DB06674,Golimumab,C2353893
DB06681,Belatacept,C1619962
DB06813,Pralatrexate,C1721300
DB08059,Wortmannin,C0078517
DB08868,Fingolimod,C1699926
DB08870,Brentuximab vedotin,C2973446
DB08879,Belimumab,C1723401
DB08880,Teriflunomide,C1718383
DB08904,Certolizumab pegol,C1872109
DB08908,Dimethyl fumarate,C0058218
DB09029,Secukinumab,C3179547
DB09033,Vedolizumab,C2742797
DB09036,Siltuximab,C1609931
DB09054,Idelalisib,C2698692
DB09082,Vilanterol,C2935023
DB11569,Ixekizumab,C3489764
DB11580,Ravulizumab,C4550350
DB11616,Pirarubicin,C0071126
DB11693,Voclosporin,C2607219
DB11708,Peficitinib,C4505522
DB11767,Sarilumab,C3885145
DB11776,Brodalumab,C3491331
DB11803,Sirukumab,C3254570
DB11817,Baricitinib,C4044947
DB11834,Guselkumab,C3852217
DB12371,Siponimod,C3657824
DB12612,Ozanimod,C4278675
DB12617,Mizoribine,C0128608
DB12692,Gusperimus,C0284559
DB12902,Trofosfamide,C0077375
DB12947,Doxifluridine,C0048808
DB12996,Acteoside,C0101334
DB13014,Hypericin,C0063220
DB13241,Begelomab,C4059170
DB14066,Tetrandrine,C0076316
DB14219,Monomethyl fumarate,C3848524
DB14724,Emapalumab,C4740904
DB14762,Risankizumab,C4505511
DB14919,Rozanolixizumab,C4726717
DB15253,Bleselumab,C5139884
DB00437,Allopurinol,C0002144
DB00661,Verapamil,C0042523
DB00646,Nystatin,C0028741
DB09237,Levamlodipine,C2717539
DB00608,Chloroquine,C0008269
DB00243,Ranolazine,C0073633
DB09280,Lumacaftor,C3852684
DB05889,Inotuzumab ozogamicin,C1567130
DB08930,Dolutegravir,C3253985
DB08934,Sofosbuvir,C2976303
DB09296,Ombitasvir,C3852670
DB11760,Talazoparib,C4042960
DB11995,Avatrombopag,C3886460
DB12455,Omadacycline,C2983838
DB12836,Grapiprant,C4278621
DB13007,Enfortumab vedotin,C4519740
DB00950,Fexofenadine,C0296800
DB05039,Indacaterol,C1722260
DB06670,Odanacatib,C2351970
DB11575,Grazoprevir,C4080053
DB11641,Vinflunine,C0672663
DB11732,Lasmiditan,C4519199
DB00482,Celecoxib,C0538927
DB00586,Diclofenac,C0012091
DB00712,Flurbiprofen,C0016377
DB01628,Etoricoxib,C0972314
DB00091,Cyclosporine,C0010592
DB00421,Spironolactone,C0037982
DB06119,Cenobamate,C4550368
DB00215,Citalopram,C0008845
DB01072,Atazanavir,C1145759
DB00530,Erlotinib,C1135135
DB12978,Pexidartinib,C4287804
DB12500,Fedratinib,C3886623
DB04896,Milnacipran,C1533126
DB06700,Desvenlafaxine,C1880288
DB14631,Prednisolone phosphate,C0071842
DB14633,Prednisolone hemisuccinate,C0071840
DB14634,Fluprednidene acetate,C0060584
DB14644,Methylprednisolone hemisuccinate,C0025819
DB14646,Prednisone acetate,C0770564
DB14652,Clocortolone acetate,C0770567
DB14659,Melengestrol acetate,C0025223
DB14669,Betamethasone phosphate,C2698382
DB14681,Cortisone,C0010137
DB00375,Colestipol,C0009279
DB00537,Ciprofloxacin,C0008809
DB00224,Indinavir,C0376637
DB01232,Saquinavir,C0286738
DB01406,Danazol,C0010961
DB09128,Brexpiprazole,C3885614
DB06412,Oxymetholone,C0030072
DB00203,Sildenafil,C0529793
DB00559,Bosentan,C0252643
DB01015,Sulfamethoxazole,C0038689
DB01032,Probenecid,C0033209
DB06729,Sulfaphenazole,C0038706
DB01151,Desipramine,C0011685
DB01583,Liotrix,C0936106
DB00773,Etoposide,C0015133
DB00997,Doxorubicin,C0013089
DB01204,Mitoxantrone,C0026259
DB00555,Lamotrigine,C0064636
DB00486,Nabilone,C0068333
DB01071,Mequitazine,C0065972
DB00275,Olmesartan,C1098320
DB00678,Losartan,C0126174
DB00796,Candesartan cilexetil,C0527379
DB01023,Felodipine,C0015772
DB01029,Irbesartan,C0288171
DB01275,Hydralazine,C0020223
DB06712,Nilvadipine,C0132512
DB09238,Manidipine,C0065656
DB00665,Nilutamide,C0068771
DB08827,Lomitapide,C2827241
DB00320,Dihydroergotamine,C0012291
DB08864,Rilpivirine,C1566826
DB00313,Valproic acid,C0042291
DB00549,Zafirlukast,C0378466
DB00213,Pantoprazole,C0081876
DB01051,Novobiocin,C0028458
DB01685,Topiroxostat,C4049065
DB02659,Cholic Acid,C0055568
DB04348,Taurocholic acid,C0039358
DB01016,Glyburide,C0017628
DB04216,Quercetin,C0034392
DB06210,Eltrombopag,C1831905
DB08828,Vismodegib,C2987716
DB09061,Cannabidiol,C0006863
DB14011,Nabiximols,C2347556
DB00173,Adenine,C0001407
DB14057,Valinomycin,C0042287
DB09055,Acipimox,C0050558
DB01393,Bezafibrate,C0005330
DB01892,Hyperforin,C0063217
DB04850,Posizolid,C2347645
DB06151,Acetylcysteine,C0001047
DB09198,Lobeglitazone,C2744790
DB09292,Sacubitril,C4033447
DB03619,Deoxycholic acid,C0011479
DB00331,Metformin,C0025598
DB05812,Abiraterone,C0754011
DB00951,Isoniazid,C0022209
DB00673,Aprepitant,C1176306
DB12015,Alpelisib,C4055478
DB00216,Eletriptan,C0759933
DB01263,Posaconazole,C0936148
DB00412,Rosiglitazone,C0289313
DB01079,Tegaserod,C0537147
DB00481,Raloxifene,C0244404
DB13941,Piperaquine,C0071105
DB00435,Nitric Oxide,C0028128
DB00455,Loratadine,C0065180
DB01095,Fluvastatin,C0082608
DB00205,Pyrimethamine,C0034283
DB00471,Montelukast,C0298130
DB11632,Opicapone,C2933912
DB01220,Rifaximin,C0073374
DB09231,Benidipine,C0053108
DB06717,Fosaprepitant,C2349941
DB01127,Econazole,C0013547
DB06777,Chenodeoxycholic acid,C0008024
DB00912,Repaglinide,C0246689
DB09199,Netoglitazone,C1721279
DB09200,Rivoglitazone,C1958863
DB09201,Ciglitazone,C0055721
DB12781,Balaglitazone,C1566435
DB00310,Chlorthalidone,C0008294
DB01325,Quinethazone,C0164608
DB00524,Metolazone,C0025854
DB00808,Indapamide,C0021186
DB15066,Givosiran,C4688584
DB12825,Lefamulin,C4482908
DB00467,Enoxacin,C0014310
DB11404,Enrofloxacin,C0059374
DB00540,Nortriptyline,C0028420
DB00046,Insulin lispro,C0293359
DB00047,Insulin glargine,C0907402
DB00060,Interferon beta-1a,C0254119
DB12945,Dihydralazine,C0012271
DB00454,Meperidine,C0025376
DB01241,Gemfibrozil,C0017245
DB00201,Caffeine,C0006644
DB13174,Rhein,C0073177
DB05115,NN344,C1957876
DB06732,beta-Naphthoflavone,C0053490
DB09564,Insulin degludec,C3491971
DB11567,Insulin peglispro,C4550895
DB11568,Insulin tregopil,C4550894
DB00553,Methoxsalen,C0025684
DB15119,Ropeginterferon alfa-2b,C4542175
DB15131,Interferon alfa-2c,C0086477
DB14025,Clinafloxacin,C0070191
DB00633,Dexmedetomidine,C0113293
DB09282,Molsidomine,C0026400
DB00969,Alosetron,C0291772
DB09185,Viloxazine,C0042665
DB00730,Thiabendazole,C0039832
DB06803,Niclosamide,C0028017
DB14029,Furafylline,C0060848
DB00360,Sapropterin,C0048897
DB13967,Patent Blue,C4691336
DB00461,Nabumetone,C0068334
DB00469,Tenoxicam,C0076096
DB00533,Rofecoxib,C0762662
DB00554,Piroxicam,C0031990
DB00563,Methotrexate,C0025677
DB00580,Valdecoxib,C0913246
DB00749,Etodolac,C0059865
DB00784,Mefenamic acid,C0025152
DB00787,Acyclovir,C0001367
DB00788,Naproxen,C0027396
DB00812,Phenylbutazone,C0031463
DB00814,Meloxicam,C0083381
DB00861,Diflunisal,C0012228
DB00936,Salicylic acid,C0036079
DB01009,Ketoprofen,C0022635
DB01014,Balsalazide,C0052940
DB01050,Ibuprofen,C0020740
DB01250,Olsalazine,C0069454
DB01283,Lumiracoxib,C1176415
DB01435,Antipyrine,C0003420
DB04552,Niflumic acid,C0028067
DB06725,Lornoxicam,C0055477
DB06737,Zaltoprofen,C2930434
DB08439,Parecoxib,C0915142
DB09288,Propacetamol,C0084186
DB13538,Guacetisal,C0120436
DB13612,Carbaspirin calcium,C0054547
DB01092,Ouabain,C0029904
DB00584,Enalapril,C0014025
DB08875,Cabozantinib,C3181682
DB00233,Aminosalicylic acid,C0030125
DB01294,Bismuth subsalicylate,C0053792
DB06251,Dersalazine,C2699597
DB09543,Methyl salicylate,C0066282
DB13509,Aloxiprin,C0051254
DB14006,Choline salicylate,C0055573
DB14026,Thiosalicylic acid,C1099675
DB11943,Delafloxacin,C2828290
DB00621,Oxandrolone,C0029995
DB06710,Methyltestosterone,C0025826
DB00263,Sulfisoxazole,C0038745
DB00359,Sulfadiazine,C0038675
DB00576,Sulfamethizole,C0038687
DB00695,Furosemide,C0016860
DB00887,Bumetanide,C0006376
DB00891,Sulfapyridine,C0038710
DB01098,Rosuvastatin,C0965129
DB06150,Sulfadimethoxine,C0038676
DB08798,Sulfamoxole,C0038700
DB14033,Acetyl sulfisoxazole,C0081437
DB00279,Liothyronine,C0041014
DB00366,Doxylamine,C0013092
DB01075,Diphenhydramine,C0012522
DB00470,Dronabinol,C0039663
DB00653,Magnesium sulfate,C0024480
DB01017,Minocycline,C0026187
DB08883,Perampanel,C2698764
DB06204,Tapentadol,C2001271
DB00484,Brimonidine,C0525227
DB04948,Lofexidine,C0065152
DB00374,Treprostinil,C1145760
DB00902,Methdilazine,C0066101
DB00927,Famotidine,C0015620
DB01176,Cyclizine,C0010547
DB00177,Valsartan,C0216784
DB01018,Guanfacine,C0079466
DB13919,Candesartan,C0717550
DB00327,Hydromorphone,C0012306
DB06738,Ketobemidone,C0064311
DB00440,Trimethoprim,C0041041
DB00536,Guanidine,C0120446
DB00917,Dinoprostone,C0012472
DB00168,Aspartame,C0003999
DB00175,Pravastatin,C0085542
DB00595,Oxytetracycline,C0030092
DB01004,Ganciclovir,C0017066
DB01065,Melatonin,C0025219
DB01606,Tazobactam,C0075870
DB03553,Glutaric Acid,C0061506
DB05016,Ataluren,C2930764
DB11751,Cabotegravir,C4310385
DB12866,Pradigastat,C4045466
DB00672,Chlorpropamide,C0008287
DB01124,Tolbutamide,C0040374
DB09297,Paritaprevir,C3864824
DB00422,Methylphenidate,C0025810
DB00397,Phenylpropanolamine,C0031495
DB00323,Tolcapone,C0246330
DB00613,Amodiaquine,C0002641
DB01039,Fenofibrate,C0033228
DB01117,Atovaquone,C0165603
DB01195,Flecainide,C0016229
DB06594,Agomelatine,C0971637
DB12319,Benzbromarone,C0005035
DB00604,Cisapride,C0072916
DB00983,Formoterol,C0060657
DB01274,Arformoterol,C0969589
DB09080,Olodaterol,C2934193
DB01159,Halothane,C0018549
DB01131,Proguanil,C0008241
DB04938,Ospemifene,C1313616
DB01006,Letrozole,C0246421
DB01589,Quazepam,C0072828
DB01213,Fomepizole,C0048504
DB00636,Clofibrate,C0009002
DB03756,Doconexent,C2348308
DB11951,Lemborexant,C4519269
DB01132,Pioglitazone,C0071097
DB04725,Licofelone,C1955822
DB01217,Anastrozole,C0290883
DB01061,Azlocillin,C0004499
DB01598,Imipenem,C0020933
DB03313,Cephalosporin C,C0055075
DB03938,Deacetoxycephalosporin C,C0057197
DB11199,Sage oil,C1177183
DB11238,Borage oil,C0212750
DB11447,Phenothiazine,C0031434
DB14071,Desmethylsertraline,C0113211
DB01362,Iohexol,C0022005
DB01043,Memantine,C0025242
DB11560,Lesinurad,C3886073
DB00593,Ethosuximide,C0015043
DB00347,Trimethadione,C0041038
DB00617,Paramethadione,C0070072
DB01080,Vigabatrin,C0048044
DB05541,Brivaracetam,C1699861
DB00697,Tizanidine,C0146011
DB00980,Ramelteon,C1565316
DB00296,Ropivacaine,C0073571
DB00532,Mephenytoin,C0025381
DB06697,Artemether,C0052429
DB00222,Glimepiride,C0061323
DB06793,Levopropoxyphene,C0023582
DB01610,Valganciclovir,C0909381
DB11358,Evening primrose oil,C0700602
DB04557,Arachidonic Acid,C0003695
DB00414,Acetohexamide,C0000992
DB00839,Tolazamide,C0040372
DB01120,Gliclazide,C0017631
DB01251,Gliquidone,C0061328
DB01289,Glisoxepide,C0061330
DB08962,Glibornuride,C0350998
DB13406,Carbutamide,C0007080
DB13675,Metahexamide,C0663351
DB08860,Pitavastatin,C1101838
DB00744,Zileuton,C0081408
DB01067,Glipizide,C0017642
DB00303,Ertapenem,C1120106
DB00760,Meropenem,C0066005
DB06211,Doripenem,C0389169
DB13028,Biapenem,C0209475
DB00007,Leuprolide,C0085272
DB00282,Pamidronic acid,C3714572
DB00300,Tenofovir disoproxil,C0963398
DB00369,Cidofovir,C0286079
DB00384,Triamterene,C0040869
DB00452,Framycetin,C0016673
DB00465,Ketorolac,C0073631
DB00479,Amikacin,C0002499
DB00500,Tolmetin,C0040377
DB00573,Fenoprofen,C0015837
DB00605,Sulindac,C0038792
DB00626,Bacitracin,C0004599
DB00684,Tobramycin,C0040341
DB00718,Adefovir dipivoxil,C0540694
DB00742,Mannitol,C0024730
DB00798,Gentamicin,C3854019
DB00821,Carprofen,C0054827
DB00939,Meclofenamic acid,C0025042
DB00955,Netilmicin,C0027780
DB00991,Oxaprozin,C0069739
DB00994,Neomycin,C0027603
DB01082,Streptomycin,C0038425
DB01111,Colistimethate,C0009315
DB01172,Kanamycin,C0022487
DB01397,Magnesium salicylate,C0126789
DB01399,Salsalate,C0073983
DB01401,Choline magnesium trisalicylate,C0719064
DB01419,Antrafenine,C0052135
DB01421,Paromomycin,C0030576
DB01600,Tiaprofenic acid,C0076653
DB03585,Oxyphenbutazone,C0030078
DB03615,Ribostamycin,C0035554
DB04263,Geneticin,C0119053
DB04626,Apramycin,C0052231
DB04729,Gentamicin C1a,C1563655
DB04808,Neamine,C0027515
DB04812,Benoxaprofen,C0053111
DB04828,Zomepirac,C0078840
DB05095,Cimicoxib,C1529361
DB06696,Arbekacin,C4082272
DB06736,Aceclofenac,C0050403
DB07477,Felbinac,C0877860
DB08437,Puromycin,C0034145
DB08797,Salicylamide,C0036071
DB08940,Kebuzone,C0064324
DB08942,Isoxicam,C0064104
DB08951,Indoprofen,C0021251
DB08955,Ibuproxam,C0063268
DB08976,Floctafenine,C0016245
DB08981,Fenbufen,C0060156
DB08984,Etofenamate,C0059868
DB08991,Epirizole,C0014581
DB09084,Benzydamine,C0005099
DB09212,Loxoprofen,C0065199
DB09213,Dexibuprofen,C2714681
DB09214,Dexketoprofen,C0772505
DB09215,Droxicam,C0058765
DB09216,Tolfenamic acid,C0076799
DB09217,Firocoxib,C1453102
DB09218,Clonixin,C0009018
DB09285,Morniflumate,C0066803
DB09295,Talniflumate,C0772080
DB11455,Robenacoxib,C2825257
DB11512,Dihydrostreptomycin,C0262967
DB11518,Flunixin,C0060502
DB11520,Hygromycin B,C0020406
DB12151,Brincidofovir,C3886763
DB12604,Sisomicin,C0037209
DB13001,Tinoridine,C0076703
DB13167,Alclofenac,C0001937
DB13217,Fentiazac,C0060201
DB13232,Suxibuzone,C0075667
DB13270,Dibekacin,C0012024
DB13274,Micronomicin,C0066520
DB13286,Bumadizone,C0054219
DB13314,Alminoprofen,C0051247
DB13317,Flunoxaprofen,C0060504
DB13364,Feprazone,C0033056
DB13371,Difenpiramide,C0057982
DB13407,Nifenazone,C0068738
DB13432,Lonazolac,C0065166
DB13481,Tenidap,C0076092
DB13501,Bendazac,C0053097
DB13524,Propyphenazone,C0072245
DB13527,Proglumetacin,C0072315
DB13540,Isepamicin,C0124008
DB13544,Ethenzamide,C0059708
DB13629,Mofebutazone,C0066774
DB13649,Proquazone,C0072247
DB13657,Benorilate,C0005011
DB13673,Bekanamycin,C0053076
DB13722,Pirprofen,C0071152
DB13783,Acemetacin,C0050409
DB13868,Adefovir,C0050175
DB14059,SC-236,C0767382
DB01438,Phenazopyridine,C0031379
DB00311,Ethoxzolamide,C0015052
DB00594,Amiloride,C0002502
DB01119,Diazoxide,C0012022
DB01412,Theobromine,C0039763
DB05034,Ularitide,C0077910
DB09015,Canrenoic acid,C0282085
DB12221,Canrenone,C0006882
DB12670,Rolofylline,C0166128
DB12704,Spiradoline,C0143266
DB13284,Meticrane,C0873165
DB13405,Mefruside,C0025156
DB13617,Clorexolone,C0055938
DB13663,Clofenamide,C2699364
DB13708,Fenquizone,C0060196
DB13792,Clopamide,C0009025
DB13801,Muzolimine,C0026885
DB13803,Xipamide,C0043355
DB14018,Bromotheophylline,C3848545
DB00703,Methazolamide,C0025631
DB00700,Eplerenone,C0961485
DB06212,Tolvaptan,C1176308
DB00014,Goserelin,C0120107
DB00492,Fosinopril,C0118168
DB00722,Lisinopril,C0065374
DB00790,Perindopril,C0136123
DB01197,Captopril,C0006938
DB09477,Enalaprilat,C0014027
DB00017,Salmon calcitonin,C0073994
DB14713,Inotersen,C4731850
DB01105,Sibutramine,C0074493
DB00258,Calcium acetate,C0717537
DB01164,Calcium chloride,C0006686
DB01373,Calcium,C0006675
DB06724,Calcium carbonate,C0006681
DB11093,Calcium citrate,C0108101
DB11126,Calcium gluconate,C0006699
DB11348,Calcium Phosphate,C0006711
DB13142,Calcium glubionate anhydrous,C4292397
DB13231,Calcium lactate,C0108121
DB13365,Calcium lactate gluconate,C0771535
DB13590,Calcium pangamate,C0006709
DB13800,Calcium levulinate,C0108124
DB14684,Calcium polycarbophil,C0054480
DB00024,Thyrotropin alfa,C2587204
DB00187,Esmolol,C0116569
DB00195,Betaxolol,C0005320
DB00335,Atenolol,C0004147
DB00373,Timolol,C0040233
DB00489,Sotalol,C0037707
DB00598,Labetalol,C0022860
DB00612,Bisoprolol,C0053799
DB00866,Alprenolol,C0002334
DB00960,Pindolol,C0031937
DB01193,Acebutolol,C0000946
DB01203,Nadolol,C0027302
DB01295,Bevantolol,C0053532
DB01297,Practolol,C0032896
DB01359,Penbutolol,C0030812
DB01580,Oxprenolol,C0030040
DB03322,Dexpropranolol,C0011792
DB04846,Celiprolol,C0055021
DB06726,Bufuralol,C0054212
DB08807,Bopindolol,C0053941
DB08808,Bupranolol,C0006403
DB08952,Indenolol,C0063460
DB09013,Befunolol,C0053071
DB09204,Arotinolol,C0104221
DB09351,Levobetaxolol,C1171274
DB11770,Talinolol,C0075783
DB11785,Anisodamine,C0051920
DB12212,Landiolol,C0905464
DB12752,Bucindolol,C0054196
DB13443,Esatenolol,C2825715
DB13530,Mepindolol,C0065961
DB13757,Epanolol,C0116294
DB13775,Tertatolol,C0076166
DB01165,Ofloxacin,C0028902
DB09038,Empagliflozin,C3490348
DB01590,Everolimus,C0541315
DB01276,Exenatide,C0167117
DB09265,Lixisenatide,C2973895
DB00669,Sumatriptan,C0075632
DB00706,Tamsulosin,C0257343
DB00909,Zonisamide,C0078844
DB08162,Fasudil,C0062068
DB00181,Baclofen,C0004609
DB00451,Levothyroxine,C0040165
DB03604,Tiratricol,C0046882
DB09100,"Thyroid, porcine",C0770555
DB00618,Demeclocycline,C0011276
DB01356,Lithium cation,C3495095
DB00035,Desmopressin,C0011701
DB00321,Amitriptyline,C0002600
DB00572,Atropine,C0004259
DB00782,Propantheline,C0033447
DB00804,Dicyclomine,C0012125
DB00934,Maprotiline,C0024778
DB00986,Glycopyrronium,C3814772
DB01135,Doxacurium,C0058716
DB01148,Flavoxate,C0016225
DB08897,Aclidinium,C2699757
DB09076,Umeclidinium,C3661274
DB09089,Trimebutine,C0041023
DB09262,Imidafenacin,C1876226
DB12278,Propiverine,C0138666
DB00341,Cetirizine,C0055147
DB00325,Nitroprusside,C0028193
DB00381,Amlodipine,C0051696
DB00393,Nimodipine,C0028094
DB00401,Nisoldipine,C0028116
DB00528,Lercanidipine,C0526399
DB00575,Clonidine,C0009014
DB00657,Mecamylamine,C0025029
DB00692,Phentolamine,C0031448
DB00800,Fenoldopam,C0060180
DB00820,Tadalafil,C1176316
DB00966,Telmisartan,C0248719
DB00968,Methyldopa,C0025741
DB01170,Guanethidine,C0018318
DB08932,Macitentan,C2606556
DB09236,Lacidipine,C0064568
DB12093,Tetrahydropalmatine,C0076278
DB00080,Daptomycin,C0057144
DB00318,Codeine,C0009214
DB01081,Diphenoxylate,C0012525
DB12941,Darolutamide,C4547776
DB01156,Bupropion,C0085208
DB06608,Tafenoquine,C0903411
DB11652,Tucatinib,C4519167
DB00319,Piperacillin,C0031955
DB00693,Fluorescein,C0060520
DB01060,Amoxicillin,C0002645
DB11757,Istradefylline,C0673470
DB00158,Folic acid,C0016410
DB00165,Pyridoxine,C0034272
DB15444,Elexacaftor,C5139717
DB01076,Atorvastatin,C0286651
DB00862,Vardenafil,C0971579
DB00289,Atomoxetine,C0076823
DB00292,Etomidate,C0015131
DB00841,Dobutamine,C0012963
DB00871,Terbutaline,C0039542
DB00953,Rizatriptan,C0297635
DB00988,Dopamine,C0013030
DB06262,Droxidopa,C0000378
DB06694,Xylometazoline,C0078643
DB09205,Moxisylyte,C0040108
DB11587,Etafedrine,C0059676
DB14754,Solriamfetol,C4726765
DB00235,Milrinone,C0128513
DB00602,Ivermectin,C0022322
DB00761,Potassium chloride,C0032825
DB11090,Potassium nitrate,C0071772
DB11098,Potassium bicarbonate,C0071751
DB14498,Potassium acetate,C0137984
DB14499,Potassium sulfate,C0071780
DB00641,Simvastatin,C0074554
DB06196,Icatibant,C0246269
DB06145,Spiramycin,C0037962
DB00314,Capreomycin,C0262964
DB00512,Vancomycin,C0042313
DB12615,Plazomicin,C3502652
DB09209,Pholcodine,C0070742
DB13025,Tiapride,C0040180
DB13791,Penfluridol,C0030815
DB01377,Magnesium oxide,C0024477
DB01390,Sodium bicarbonate,C0074722
DB06723,Aluminum hydroxide,C0002371
DB08938,Magaldrate,C0065512
DB09104,Magnesium hydroxide,C0024476
DB09281,Magnesium trisilicate,C0065533
DB09481,Magnesium carbonate,C0065517
DB13209,Bismuth subnitrate,C0053791
DB13249,Magnesium silicate,C0851342
DB13280,Aluminium acetoacetate,C3652633
DB13322,Hydrotalcite,C0063105
DB13486,Magnesium peroxide,C0771691
DB13650,Aloglutamol,C0051252
DB13829,Calcium silicate,C0054483
DB06767,Ammonium chloride,C0002615
DB09039,Eliglustat,C3272698
DB08900,Teduglutide,C1530889
DB01205,Flumazenil,C0016293
DB00651,Dyphylline,C0013360
DB00372,Thiethylperazine,C0039865
DB02224,Taxifolin,C0075861
DB12399,Polmacoxib,C4519118
DB12480,Betulinic Acid,C0053530
DB12610,Ebselen,C0058903
DB14938,Flurbiprofen axetil,C1610514
DB15366,SOR-C13,C3640131
DB01010,Edrophonium,C0013615
DB00190,Carbidopa,C0006982
DB09223,Blonanserin,C0287983
DB06230,Nalmefene,C0068377
DB06800,Methylnaltrexone,C0066411
DB11691,Naldemedine,C4325235
DB12712,Pilsicainide,C0164155
DB00900,Didanosine,C0012133
DB00364,Sucralfate,C0038633
DB00198,Oseltamivir,C0874161
DB06480,Prucalopride,C0913506
DB00200,Hydroxocobalamin,C0020316
DB04953,Ezogabine,C0530684
DB05246,Methsuximide,C0109002
DB12131,Vinpocetine,C0059752
DB00202,Succinylcholine,C0038627
DB00256,Lymecycline,C0024200
DB00453,Clomocycline,C0055923
DB00560,Tigecycline,C1260298
DB01301,Rolitetracycline,C0035823
DB09407,Magnesium chloride,C0024472
DB13264,Penimepicycline,C0070242
DB00911,Tinidazole,C0040263
DB01020,Isosorbide mononitrate,C0064079
DB04825,Prenylamine,C0033059
DB04842,Fluspirilene,C0016383
DB08980,Fendiline,C0015824
DB08992,Eperisone,C0043606
DB14063,Dexverapamil,C0280858
DB06283,Ziconotide,C0211011
DB09090,Pinaverium,C0071081
DB09229,Aranidipine,C0165312
DB12923,Gallopamil,C0016986
DB13488,Bencyclane,C0004969
DB13766,Lidoflazine,C0023665
DB12887,Tazemetostat,C4086895
DB00915,Amantadine,C0002403
DB01273,Varenicline,C1569608
DB06152,Nylidrin,C0028735
DB00231,Temazepam,C0039468
DB00237,Butabarbital,C0006464
DB00402,Eszopiclone,C1436328
DB00404,Alprazolam,C0002333
DB00628,Clorazepic acid,C0770393
DB00660,Metaxalone,C0163055
DB00683,Midazolam,C0026056
DB00842,Oxazepam,C0029997
DB00897,Triazolam,C0040879
DB01068,Clonazepam,C0009011
DB01215,Estazolam,C0014892
DB01558,Bromazepam,C0006213
DB01563,Chloral hydrate,C0008161
DB06282,Levocetirizine,C1174893
