DrugID,DrugName,DrugCUI
DB04404,Allosamizoline,C1101634
DB04410,3-phenylpropylamine,C0627413
DB04417,P-nitrophenol,C0048581
DB04418,Adenylosuccinic acid,C0101601
DB04422,2-amino-4-mercapto-butyric acid,C0019878
DB04436,3-fluorotyrosine,C0047392
DB04440,Nebularine,C0068476
DB04441,2-fluoroadenosine,C0046111
DB04445,Mercuric iodide,C0065988
DB04447,"1,4-dithiothreitol",C0012789
DB04452,Aminoquinuride,C0051675
DB04454,Alpha-aminobutyric acid,C0054314
DB04455,"N,n,n-trimethylglycinium",C4534677
DB04459,"3,4-dichloroisocoumarin",C0080883
DB04461,Coproporphyrinogen iii,C0163564
DB04464,N-formylmethionine,C0027228
DB04465,Lactose,C0022949
DB04468,Afimoxifene,C2347999
DB04485,Deoxythymidine,C0086126
DB04489,Guanidinoethylmercaptosuccinic acid,C0061953
DB04493,Fructose-6-phosphate,C0060775
DB04495,Ru81843,C1143819
DB04498,Aspartate semialdehyde,C0052537
DB04512,2-isobutyl-3-methoxypyrazine,C0046272
DB04513,N-(6-aminohexyl)-5-chloro-1-naphthalenesulfonamide,C0130379
DB04517,Dipyrromethane cofactor,C0058436
DB04519,Caprylic acid,C0054616
DB04526,L-glycero-d-manno-heptopyranose,C0125022
DB04527,Beta-hydroxyasparagine,C0047445
DB04532,Indole,C0021236
DB04533,2-amino-p-cresol,C0650111
DB04534,5-nitroindazole,C2604479
DB04539,Glyphosate,C0061764
DB04545,Afegostat,C2827075
DB04552,Niflumic acid,C0028067
DB04560,"4,7-dioxosebacic acid",C1096920
DB04562,Tricarballylic acid,C0077031
DB04564,Gluconolactone,C0061387
DB04566,Inosinic acid,C0021544
DB04581,1-benzylimidazole,C0044305
DB04586,2-bromophenol,C0045964
DB04594,3-hydroxyglutaric acid,C0667581
DB04599,Aniracetam,C0051917
DB04604,5-iodotubercidin,C0049271
DB04605,5-aminoisoquinoline,C2933647
DB04620,Cycloleucine,C0010575
DB04622,N-acetylhistamine,C0067730
DB04627,Cyclouridine,C0056833
DB04629,Aplyronine a,C0535167
DB04631,Atpenin a5,C0052614
DB04640,"Naphthalene-2,6-disulfonic acid",C0634706
DB04655,Metoprine,C0066142
DB04657,Carboxin,C0007053
DB04660,Choline alfoscerate,C0017889
DB04662,Olomoucine ii,C1259615
DB04664,Cyclohexyl-pentyl-maltoside,C0910252
DB04672,"Cyclic 3',5'-thymidine monophosphate",C0056689
DB04674,"2-hydroxy-3,5-diiodobenzoic acid",C0047041
DB04695,Farnesyl thiopyrophosphate,C1609139
DB04699,Gamma-butyrolactone,C0000481
DB04703,Hesperidin,C0019392
DB04711,Iodipamide,C0021971
DB04714,Isopentenyl pyrophosphate,C0064030
DB04738,Motuporin,C0297597
DB04741,Myxothiazol,C0067087
DB04751,Purvalanol a,C1174685
DB04774,Reidispongiolide a,C1311317
DB04781,5-hydroxyvaleric acid,C0391002
DB04786,Suramin,C0038880
DB04787,Tanaproget,C1609964
DB04788,Tagetitoxin,C0075778
DB04795,Thenoyltrifluoroacetone,C0039757
DB04798,Thio-atpa,C0966842
DB04799,"5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole",C0049326
DB04803,Verdoheme,C0389798
DB04805,Virginiamycin s1,C0080321
DB04816,Danthron,C0057135
DB04821,Nomifensine,C0028277
DB04824,Phenolphthalein,C0600489
DB04827,Ethyl carbamate,C0041964
DB04830,Buformin,C0006359
DB04837,Clofedanol,C0055904
DB04847,Roxadustat,C4310578
DB04852,Implitapide,C1100413
DB04853,Binodenoson,C0530859
DB04857,Brasofensine,C0965394
DB04858,Tirapazamine,C0208407
DB04859,Zanapezil,C1883595
DB04860,Isatoribine,C1612082
DB04863,Lefradafiban,C0665278
DB04865,Omacetaxine mepesuccinate,C0062941
DB04866,Halofuginone,C0062095
DB04867,Lintitript,C0753720
DB04869,Olcegepant,C1527839
DB04872,Osanetant,C1138576
DB04873,Piboserod,C1313428
DB04875,Pralnacasan,C1310767
DB04876,Vildagliptin,C1570906
DB04877,Voacamine,C0282813
DB04878,Voglibose,C0532578
DB04880,Enoximone,C0116190
DB04882,Edotecarin,C1328673
DB04883,Darusentan,C1143138
DB04885,Cilansetron,C0249289
DB04888,Bifeprunox,C1721449
DB04893,Azd3409,C2607809
DB04899,Nesiritide,C0054015
DB04901,Galiximab,C1098262
DB04903,Pagoclone,C1120452
DB04910,Oxibendazole,C0069763
DB04912,Stannsoporfin,C0076693
DB04915,Idronoxil,C1134444
DB04917,Renzapride,C0054065
DB04919,Alfimeprase,C1097921
DB04924,Itopride,C0531483
DB04925,Desmoteplase,C0141449
DB04926,Neramexane,C1142931
DB04927,Nm100060,C4305832
DB04929,Dg031,C4305830
DB04931,Afamelanotide,C2607750
DB04932,Defibrotide,C0057257
DB04933,Eritoran,C1743645
DB04941,Crofelemer,C2744960
DB04942,Tamibarotene,C1567753
DB04947,Altropane,C0663483
DB04954,Tecadenoson,C0766193
DB04958,Epratuzumab,C1120776
DB04959,Hspe7,C1327844
DB04960,Tipifarnib,C1176289
DB04961,Troxacitabine,C0877874
DB04964,Oregovomab,C0664207
DB04967,Lucanthone,C0024071
DB04970,Lesopitron,C0379461
DB04971,Reglixane,C4305822
DB04972,Canfosfamide,C2827096
DB04973,Lerafaon,C1436330
DB04974,Ap1903,C0965498
DB04978,Sp1049c,C1453789
DB04982,Talampanel,C0994515
DB04983,Denufosol,C1998014
DB04985,Tigapotide,C1670100
DB04988,Ign311,C1722442
DB04991,Xl784,C4305817
DB04997,Atl1102,C4305815
DB04998,Agro100,C1741114
DB05001,Psn9301,C4305812
DB05003,Imexon,C0123374
DB05004,Ac162352,C4305811
DB05005,Ccx282,C4305810
DB05009,Apadenoson,C2698163
DB05010,Sgs-742,C1506802
DB05012,Xen2174,C1568699
DB05013,Ingenol mebutate,C2825682
DB05014,Xl999,C1541529
DB05017,Ysil6,C4305808
DB05022,Amonafide,C0051733
DB05023,Atl1101,C4305804
DB05024,Cta018,C4305803
DB05025,Arimoclomol,C1451975
DB05029,Lancovutide,C4490514
DB05032,Rev131,C1743081
DB05033,Incb7839,C4305800
DB05035,Eprotirome,C2825673
DB05036,Grn163l,C4282299
DB05037,At7519,C1879520
DB05041,Rp101,C3275321
DB05042,Sgs518,C4305797
DB05044,Psn357,C4305795
DB05045,Obinepitide,C4306020
DB05046,V1003,C4305794
DB05047,Cx717,C2717487
DB05049,Ddp733,C2352395
DB05050,Adl5859,C2605575
DB05052,Mf101,C4305793
DB05053,Mb-07803,C4305792
DB05057,Erdosteine,C0059506
DB05064,Incb13739,C2973464
DB05069,Atg003,C4305782
DB05070,Adx10059,C4305781
DB05072,Av608,C4305779
DB05073,Srt501,C2002402
DB05075,Tg-100801,C2354130
DB05076,Fenretinide,C0060197
DB05077,Slv319,C1436085
DB05078,Aer001,C4305778
DB05079,Hy10275,C4305777
DB05080,Obe101,C4305776
DB05087,Ganaxolone,C0537150
DB05091,M0002,C4305771
DB05092,Cdp323,C3713697
DB05096,Ly2140023,C2607419
DB05098,Leptin,C0299583
DB05099,Ancrod,C0002823
DB05101,Matuzumab,C1328134
DB05102,Rupintrivir,C2350739
DB05104,Asimadoline,C0663058
DB05105,Pleconaril,C0759032
DB05107,16-bromoepiandrosterone,C0044914
DB05110,Vir201,C4305768
DB05111,Fontolizumab,C1682646
DB05116,Thymectacin,C1135140
DB05120,At1391,C4305764
DB05122,R1295,C4305762
DB05125,Sc12267,C4305754
DB05127,Ana971,C4305752
DB05129,Elsamitrucin,C0059041
DB05130,Incb3284,C4042450
DB05131,Ttp889,C4305751
DB05133,Vp025,C4305749
DB05134,Tanespimycin,C0675974
DB05137,Lobeline,C0023929
DB05139,Cr002,C2603641
DB05141,Ly2181308,C1832051
DB05142,Nd7001,C4305747
DB05146,Xl820,C1710687
DB05147,Cyt997,C2703082
DB05149,Xl844,C1831757
DB05150,Cad106,C4305639
DB05152,Ngx267,C4282096
DB05155,Cr665,C3502039
DB05157,Kc706,C4305741
DB05159,Ccx915,C4305740
DB05161,Elafin,C0142580
DB05165,Ly2275796,C2987390
DB05166,Apd668,C4305737
DB05169,At9283,C1879521
DB05171,E-2012,C2976587
DB05177,Dg051,C4305731
DB05183,Mln0415,C4305726
DB05184,Xl228,C2348842
DB05187,Elafibranor,C4508936
DB05188,Kd3010,C3493586
DB05190,Xl281,C2347742
DB05191,Atl146e,C0971713
DB05192,Mb07811,C2714811
DB05194,Kb002,C4305723
DB05197,Sofalcone,C0142971
DB05198,Cyc116,C2346878
DB05199,Lx1031,C3180956
DB05200,At2220,C4282300
DB05201,V24343,C4305720
DB05202,Egaptivon pegol,C4490515
DB05203,Spp1148,C4305719
DB05204,Xl418,C2348194
DB05205,Cx157,C2974072
DB05207,Sd118,C4305717
DB05210,Sf1126,C2351370
DB05214,Kd7040,C4305715
DB05217,Gmx1777,C2346839
DB05218,Pn0621,C4305714
DB05219,Crisaborole,C4301781
DB05220,Alisertib,C2987636
DB05223,Pracinostat,C3467801
DB05225,Am103,C2745478
DB05227,Apd791,C2742356
DB05233,Ap1081,C4305712
DB05234,Lgd2941,C2001336
DB05235,Nrp409,C4305711
DB05241,Xl765,C2348352
DB05243,Xl019,C2983773
DB05249,Favid,C4305707
DB05252,Fenoxaprop-ethyl,C0962391
DB05253,Proellex,C3641718
DB05254,Fibrinolysin,C0016016
DB05255,Ronacaleret,C2825588
DB05264,Npi 32101,C4305700
DB05265,Ecabet,C0209315
DB05268,Ico-007,C4305699
DB05281,S-8184,C1541188
DB05282,Mcc,C0007129
DB05284,Ca4p,C0962508
DB05289,Tarenflurbil,C1327754
DB05290,Spp 301,C4305697
DB05297,Paclitaxel docosahexaenoic acid,C1134470
DB05298,Tetomilast,C1876228
DB05299,Keyhole limpet hemocyanin,C0064332
DB05301,Lax-101,C4305693
DB05303,Oms-103hp,C2355300
DB05304,Wx-g250,C3146299
DB05305,Cintredekin besudotox,C1434448
DB05307,Chf-1512,C4305691
DB05308,Anx-510,C1831592
DB05309,Tp-508,C4305649
DB05311,Ecallantide,C1722685
DB05316,Pimavanserin,C1722267
DB05317,Tak-475,C1144550
DB05319,Oportuzumab monatox,C4305686
DB05327,Ranirestat,C3266874
DB05328,Vgv-1,C4305683
DB05332,Romiplostim,C2364481
DB05337,Sot-107,C4305681
DB05339,Mn-305,C4305679
DB05341,C1-inh,C0009500
DB05343,Arundic acid,C1138502
DB05345,So-101,C4305674
DB05352,Fx-1006a,C2745276
DB05361,Sr-123781a,C1120220
DB05362,Ssr-126517e,C4305636
DB05364,Rox-888,C4305664
DB05367,Actelion-1,C4282250
DB05369,Hzt-501,C4305663
DB05372,Cp-945598,C2713964
DB05382,Iodine,C0021968
DB05387,Ae-941,C1963096
DB05389,Tetrachlorodecaoxide,C0145305
DB05390,Ins 316,C4305656
DB05391,Liposomal prostaglandin e1,C4305655
DB05394,Corticorelin,C0010132
DB05398,C31g,C0054368
DB05399,Succinobucol,C1721335
DB05403,Cep-1347,C0756262
DB05404,Azd 3355,C2743109
DB05407,Tbc-3711,C1451333
DB05408,Emricasan,C2699871
DB05412,Talmapimod,C2699882
DB05413,Tifuvirtide,C1744046
DB05415,Osi-461,C1702164
DB05417,Gw 468816,C3252055
DB05418,Gw 597599,C2987637
DB05419,Adx-10061,C4305996
DB05420,Gallium maltolate,C1328202
DB05421,Cp-122721,C0389510
DB05422,Opc-14523,C1121258
DB05423,Org-34517,C2003716
DB05428,Motexafin gadolinium,C0964264
DB05429,Cat-213,C4305995
DB05431,Mln-977,C4305993
DB05432,Das-431 iv,C4305992
DB05434,Abt-510,C1704426
DB05442,Etiprednol dicloacetate,C1317969
DB05443,Adl 10-0101,C4305987
DB05446,Ljp 1082,C1619866
DB05447,Avi-4557,C4305986
DB05448,Px-12,C2348772
DB05449,Fm-vp4,C4305985
DB05451,P54,C0107719
DB05452,Ph-284,C4305984
DB05455,Sr 121463,C2930575
DB05457,Osi-7904l,C1328144
DB05458,Pozanicline,C0666154
DB05460,Ezatiostat,C2827153
DB05461,Opc-28326,C0910099
DB05463,Iss-1018,C1506199
DB05464,Nox-700,C1505836
DB05466,R673,C4305983
DB05467,R667,C4305982
DB05468,R411,C4305981
DB05469,R450,C4305980
DB05470,Vx-702,C1870781
DB05471,Sgn-30,C1328236
DB05475,Golotimod,C1173247
DB05476,Wx-uk1,C1453900
DB05478,Pradefovir mesylate,C1566740
DB05479,Czen 002,C4305976
DB05481,Recombinant alpha 1-antitrypsin,C4305974
DB05483,Pcl-016,C4305973
DB05484,Mdx-018,C4282409
DB05487,Custirsen,C4079860
DB05490,T131,C4305971
DB05492,Epicept np-1,C4305970
DB05494,Elacytarabine,C2713005
DB05495,Pg-530742,C4305968
DB05501,Amd-070,C1530479
DB05505,Nm-702,C4282181
DB05506,Isis 113715,C1565486
DB05507,Vx-765,C1957295
DB05509,Li-301,C4305965
DB05510,Huperzine-a,C0063033
DB05630,Sodium stibogluconate,C0003383
DB05659,Faropenem medoxomil,C1880735
DB05662,Np-50301,C4305961
DB05675,Ep-2104r,C1620037
DB05679,Ustekinumab,C1608841
DB05685,Fx06,C4305959
DB05688,Crx-119,C4305958
DB05712,Azd-9684,C4305947
DB05713,Ly-517717,C1699945
DB05736,Miv-701,C4305943
DB05739,Cyt006-angqb,C2000001
DB05740,Rpi-78m,C4305942
DB05744,Crx-139,C4305938
DB05749,Mpi-674,C4305934
DB05750,Ave-1625,C4305933
DB05752,Alks 27,C4305931
DB05758,Cyt007-tnfqb,C4305926
DB05766,Acp-104,C4305923
DB05767,Andrographolide,C0051821
DB05771,Lll-3348,C2932034
DB05777,Thrombomodulin alfa,C4284401
DB05785,Lgd-1550,C1517688
DB05786,Irofulven,C0532362
DB05787,Lm-609,C4305917
DB05790,Sr 140333,C0250624
DB05793,Pro-542,C0995194
DB05796,Daglutril,C2348069
DB05797,Tnx-901,C1175165
DB05798,Gem-231,C0677981
DB05801,Gti 2040,C1142995
DB05806,Cositecan,C0935985
DB05824,Cns-5161,C1172244
DB05829,Parathyroid hormone,C0020063
DB05831,Ing-1,C1328238
DB05838,Opc-51803,C0915139
DB05846,Mito-4509,C4305894
DB05848,Humanized smart anti-il-12 antibody,C4305892
DB05849,Ncx 950,C4305891
DB05854,Clx-0921,C1311743
DB05855,Rivanicline,C1882956
DB05864,Ppi-2458,C1505437
DB05867,99mtc-14 f7 mab,C4305881
DB05869,Ethyl pyruvate,C0208225
DB05876,Pde4,C2936609
DB05879,Ame-527,C4305877
DB05882,Chf 4227,C1144250
DB05883,Abx-pth,C4305874
DB05890,Vegf-as,C1710619
DB05892,Ri 624,C2933873
DB05895,Hgs-tr2j,C4305868
DB05897,Rhigfbp-3,C4305866
DB05905,Td-2749,C3529999
DB05913,Osi-930,C1615605
DB05915,Myo-029,C4282167
DB05916,Ct-011,C3665678
DB05920,Rta 744,C1831901
DB05930,Sb-559448,C4305853
DB06042,Zen-012,C4305851
DB06061,Azd-8330,C4305848
DB06064,Kai-1455,C4305846
DB06069,Xmt-1001,C2347623
DB06070,Snx-5422,C3253587
DB06073,Cts-21166,C4305844
DB06080,Abt-869,C1738762
DB06089,Ica-105665,C4305842
DB06094,Apatorsen,C4055447
DB06096,Nxn-188,C4305840
DB06097,Gsk-923295,C2984021
DB06098,Prlx 93936,C2348466
DB06101,Imc-1c11,C1433776
DB06103,Vx-148,C1143402
DB06127,Krp-104,C4305839
DB06213,Regadenoson,C1698215
DB06274,Alvimopan,C1508750
DB06285,Teriparatide,C0070093
DB06288,Amisulpride,C0103045
DB06366,Pertuzumab,C1328025
DB06439,Tyloxapol,C0077539
DB06581,Bevirimat,C1433069
DB06655,Liraglutide,C1456408
DB06689,Ethanolamine oleate,C0059699
DB06699,Degarelix,C1455035
DB06706,Isometheptene,C0064007
DB06707,Levonordefrin,C0520472
DB06709,Methacholine,C0600370
DB06711,Naphazoline,C0027373
DB06714,Propylhexedrine,C0033508
DB06716,Fospropofol,C2370726
DB06719,Buserelin,C0006456
DB06720,Velaglucerase alfa,C2919267
DB06733,Bafilomycin a1,C0052919
DB06734,Bafilomycin b1,C0052920
DB06751,Drotaverine,C0058762
DB06766,Alcaftadine,C2348241
DB06775,Carglumic acid,C1318649
DB06802,Nepafenac,C0961209
DB06875,3-(3-fluoro-4-hydroxyphenyl)-7-hydroxy-1-naphthonitrile,C1570620
DB06894,1-dodecanol,C0023142
DB06920,Eribaxaban,C2700010
DB07069,3-hydroxyhippuric acid,C2713967
DB07101,Pd-0325901,C1675748
DB07138,Neflamapimod,C4477198
DB07232,Veliparib,C1958300
DB07286,Bms-564929,C1873354
DB07301,9h-carbazole,C0054658
DB07342,1-(adamantan-1-yl)-2-(1h-imidazol-1-yl)ethanone,C2605578
DB07347,4-(2-aminoethyl)benzenesulfonyl fluoride,C0047895
DB07374,Anisomycin,C0003082
DB07394,Aurovertin b,C0052680
DB07419,S-23,C0163688
DB07425,Sobetirome,C1135764
DB07477,Felbinac,C0877860
DB07623,"4,4'-dipyridyl disulfide",C0047823
DB07641,Decyl(dimethyl)phosphine oxide,C0293036
DB07645,Sebacic acid,C0074238
DB07715,Emodin,C0013982
DB07720,Epibatidine,C0219269
DB07724,Indeglitazar,C3273850
DB07778,Famoxadone,C0910750
DB07780,Farnesyl diphosphate,C0060069
DB07814,Gibberellin a3,C0061256
DB07815,Gibberellin a4,C2603506
DB07895,Alpha-hydroxyfarnesylphosphonic acid,C0527582
DB07924,Octyl beta-d-galactopyranoside,C0254872
DB07933,Erteberel,C4045492
DB07941,Ph-797804,C2717395
DB08080,Latrunculin b,C0064678
DB08084,Idd594,C1454411
DB08089,Lgd-2226,C1869738
DB08167,Methylthioninium,C3848531
DB08188,Emivirine,C0248121
DB08226,Myxopyronin b,C0620417
DB08230,"5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-4h-chromen-4-one",C1172894
DB08231,Myristic acid,C0027138
DB08254,2-naphthalenesulfonic acid,C2605142
DB08313,Nocodazole,C0028247
DB08382,Gosogliptin,C2983801
DB08398,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",C0045811
DB08407,Platensimycin,C1722387
DB08427,Prephenic acid,C0071893
DB08455,Ro 12-7310,C0643098
DB08486,Efaproxiral,C0080719
DB08490,Cts-1027,C4534678
DB08508,N-benzoyl-d-alanine,C3489438
DB08570,4-(acetylamino)-3-hydroxy-5-nitrobenzoic acid,C0295244
DB08577,3-[(3-(2-carboxyethyl)-4-methylpyrrol-2-yl)methylene]-2-indolinone,C0538429
DB08604,Triclosan,C0040958
DB08624,Benzothiazole,C0053246
DB08626,Thiorphan,C0039945
DB08632,"1,3,5-benzenetricarboxylic acid",C0287203
DB08633,Tnp-470,C0950779
DB08636,2-hydroxybenzalpyruvate,C0629103
DB08687,Fg-2216,C4550337
DB08688,Undecan-2-one,C0771683
DB08690,Ubiquinone-2,C0077666
DB08748,4-(dimethylamino)benzoic acid,C0047936
DB08782,4-(2-aminoethyl)benzenesulfonamide,C0386417
DB08799,Antazoline,C0003143
DB08800,Chloropyramine,C0055445
DB08802,Isothipendyl,C0064088
DB08809,Dichloroacetic acid,C0600203
DB08814,Triflusal,C0077126
DB08818,Hyaluronic acid,C0020196
DB08819,Tafluprost,C1451502
DB08831,2-deoxyglucose,C0011501
DB08835,Spaglumic acid,C2348231
DB08842,Acetylcarnitine,C0001040
DB08847,Hydroxyproline,C0020388
DB08848,Guvacine,C0062008
DB08874,Fidaxomicin,C0065023
DB08878,Aminopterin,C0002583
DB08885,Aflibercept,C1134659
DB08888,Ocriplasmin,C0066522
DB08890,Linaclotide,C2000261
DB08891,Arbaclofen,C2983924
DB08902,Raxibacumab,C2717174
DB08915,Aleglitazar,C2348244
DB08927,Amperozide,C0051747
DB08936,Chlorcyclizine,C0008183
DB09014,Captodiame,C0301409
DB09018,Bromopride,C0054129
DB09028,Cytisine,C0056913
DB07768,Epitestosterone,C0014594
DB02032,Epicaptopril,
DB01650,trans-2-hydroxycinnamic acid,C0251958
DB02589,Se-Ethyl-Isoselenourea,
DB02753,Selenoinosine,
DB03049,S-Selanyl Cysteine,C0006992
DB03070,Selenazole-4-carboxyamide-adenine dinucleotide,C0251080
DB03423,S-Adenosyl-L-Homoselenocysteine,C0036002
DB08783,(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,C1122233
DB00175,Pravastatin,C0085542
DB01235,Levodopa,C0023570
DB09073,Palbociclib,C3853822
DB00227,Lovastatin,C0024027
DB00253,Medrysone,C0065865
DB00254,Doxycycline,C0013090
DB00288,Amcinonide,C0051556
DB00758,Clopidogrel,C0070166
DB00313,Valproic acid,C0042291
DB00324,Fluorometholone,C0016351
DB00325,Nitroprusside,C0028193
DB00893,Iron Dextran,C0022092
DB01592,Iron,C0302583
DB06215,Ferumoxytol,C0060274
DB06783,Prussian blue,C0060234
DB08917,Ferric carboxymaltose,C2001867
DB09146,Iron sucrose,C0060241
DB09147,Ferric pyrophosphate,C0117541
DB09501,Ferric ammonium citrate,C0060228
DB09507,Ferumoxsil,C0257928
DB09508,Ferumoxides,C0246249
DB11171,Ferric sulfate,C0060246
DB11210,Ferrous bisglycinate,C1721498
DB11417,Gleptoferron,C0061304
DB11576,Ferric oxide,C0060240
DB12821,Perflubutane,C0665540
DB13257,Ferrous sulfate anhydrous,C4722750
DB13381,Sodium feredetate,C0357084
DB13423,Ferric hydroxide,C0060236
DB13569,Ferrous chloride,C0060275
DB13949,Ferric cation,C3848561
DB14488,Ferrous gluconate,C0060277
DB14489,Ferrous succinate,C0060281
DB14491,Ferrous fumarate,C2346592
DB14520,Tetraferric tricitrate decahydrate,C3856267
DB14695,Ferric oxyhydroxide,C0296048
DB15598,Ferric maltol,C0060237
DB12208,Iron isomaltoside 1000,C2947549
DB00741,Hydrocortisone,C0020268
DB14541,Hydrocortisone cypionate,C0612688
DB14540,Hydrocortisone butyrate,C0020268
DB14542,Hydrocortisone phosphate,C0056383
DB00394,Beclomethasone dipropionate,C0004906
DB00439,Cerivastatin,C0528023
DB00443,Betamethasone,C0005308
DB00619,Imatinib,C0935989
DB00620,Triamcinolone,C0040864
DB00635,Prednisone,C0032952
DB00641,Simvastatin,C0074554
DB01155,Gemifloxacin,C0533545
DB14507,Lithium citrate,C0125997
DB14509,Lithium carbonate,C0085217
DB14506,Lithium hydroxide,C0083236
DB00661,Verapamil,C0042523
DB00764,Mometasone,C0360564
DB00896,Rimexolone,C0140594
DB00900,Didanosine,C0012133
DB01013,Clobetasol propionate,C0008992
DB01047,Fluocinonide,C0016299
DB01076,Atorvastatin,C0286651
DB01095,Fluvastatin,C0082608
DB01098,Rosuvastatin,C0965129
DB09007,Chlorphenoxamine,C0055468
DB06697,Artemether,C0052429
DB01384,Paramethasone,C0030454
DB01410,Ciclesonide,C0907850
DB06693,Mevastatin,C0056170
DB08860,Pitavastatin,C1101838
DB08906,Fluticasone furoate,C1948374
DB14783,Diroximel fumarate,C5139729
DB08970,Fluprednidene,C0771950
DB08971,Fluocortolone,C0016301
DB09095,Difluocortolone,C0012227
DB09383,Meprednisone,C0065967
DB11487,Dexamethasone isonicotinate,C0011777
DB11750,Clobetasol,C0008992
DB11921,Deflazacort,C0057258
DB13003,Cortivazol,C0056396
DB13208,Prednylidene,C0044955
DB13728,Halometasone,C0062097
DB13843,Cloprednol,C0055936
DB13867,Fluticasone,C0082607
DB14512,Mometasone furoate,C0066700
DB14631,Prednisolone phosphate,C0071842
DB14633,Prednisolone hemisuccinate,C0071840
DB14634,Fluprednidene acetate,C0060584
DB14644,Methylprednisolone hemisuccinate,C0025819
DB14646,Prednisone acetate,C0032952
DB14652,Clocortolone acetate,C0770567
DB14659,Melengestrol acetate,C0025223
DB14669,Betamethasone phosphate,C2698382
DB14681,Cortisone,C0010137
DB00005,Etanercept,C0717758
DB01601,Lopinavir,C0674432
DB00159,Icosapent,C0000545
DB00229,Cefotiam,C0007556
DB00244,Mesalazine,C0127615
DB00267,Cefmenoxime,C0007549
DB00274,Cefmetazole,C0007550
DB00282,Pamidronic acid,C3714572
DB00300,Tenofovir disoproxil,C0963398
DB00328,Indomethacin,C0021246
DB00369,Cidofovir,C0286079
DB00384,Triamterene,C0040869
DB00430,Cefpiramide,C0055010
DB00438,Ceftazidime,C0007559
DB00447,Loracarbef,C0065295
DB00456,Cefalotin,C0007735
DB00461,Nabumetone,C0068334
DB00465,Ketorolac,C0073631
DB00469,Tenoxicam,C0076096
DB00482,Celecoxib,C0538927
DB00493,Cefotaxime,C0007554
DB00500,Tolmetin,C0040377
DB00533,Rofecoxib,C0762662
DB00554,Piroxicam,C0031990
DB00563,Methotrexate,C0025677
DB00567,Cephalexin,C0007716
DB00573,Fenoprofen,C0015837
DB00577,Valaciclovir,C0249458
DB00580,Valdecoxib,C0913246
DB00586,Diclofenac,C0012091
DB00605,Sulindac,C0038792
DB00626,Bacitracin,C0004599
DB00681,Amphotericin B,C0002679
DB00689,Cephaloglycin,C0007721
DB00712,Flurbiprofen,C0016377
DB00718,Adefovir dipivoxil,C0540694
DB00742,Mannitol,C0024730
DB00749,Etodolac,C0059865
DB00784,Mefenamic acid,C0025152
DB00787,Acyclovir,C0001367
DB00788,Naproxen,C0027396
DB00795,Sulfasalazine,C0036078
DB00812,Phenylbutazone,C0031463
DB00814,Meloxicam,C0083381
DB00821,Carprofen,C0054827
DB00833,Cefaclor,C0007537
DB00861,Diflunisal,C0012228
DB00903,Etacrynic acid,C0014963
DB00923,Ceforanide,C0055008
DB00936,Salicylic acid,C0036079
DB00939,Meclofenamic acid,C0025042
DB00945,Acetylsalicylic acid,C0004057
DB00958,Carboplatin,C0079083
DB00991,Oxaprozin,C0069739
DB01009,Ketoprofen,C0022635
DB01014,Balsalazide,C0052940
DB01050,Ibuprofen,C0020740
DB01066,Cefditoren,C0287573
DB01111,Colistimethate,C0009315
DB01112,Cefuroxime,C0007562
DB01139,Cefapirin,C0007737
DB01140,Cefadroxil,C0007538
DB01150,Cefprozil,C0053882
DB01212,Ceftriaxone,C0007561
DB01250,Olsalazine,C0069454
DB01283,Lumiracoxib,C1176415
DB01326,Cefamandole,C0007541
DB01327,Cefazolin,C0007546
DB01328,Cefonicid,C0007551
DB01329,Cefoperazone,C0007552
DB01330,Cefotetan,C0007555
DB01331,Cefoxitin,C0007557
DB01332,Ceftizoxime,C0007560
DB01333,Cefradine,C0007738
DB01397,Magnesium salicylate,C0024467
DB01399,Salsalate,C0073983
DB01401,Choline magnesium trisalicylate,C0719064
DB01413,Cefepime,C0055003
DB01414,Cefacetrile,C0007714
DB01415,Ceftibuten,C0055014
DB01416,Cefpodoxime,C0055011
DB01419,Antrafenine,C0052135
DB01424,Aminophenazone,C0002586
DB01435,Antipyrine,C0003420
DB01600,Tiaprofenic acid,C0076653
DB01628,Etoricoxib,C0972314
DB02247,Hydrolyzed Cephalothin,C0982136
DB03450,Cephalothin Group,C0007735
DB03585,Oxyphenbutazone,C0030078
DB04570,Latamoxef,C0026651
DB04743,Nimesulide,C0132515
DB04812,Benoxaprofen,C0053111
DB04817,Metamizole,C0012586
DB04828,Zomepirac,C0078840
DB04918,Ceftobiprole,C1100584
DB05095,Cimicoxib,C1529361
DB06590,Ceftaroline fosamil,C2001525
DB06725,Lornoxicam,C0055477
DB06736,Aceclofenac,C0050403
DB06737,Zaltoprofen,C2930434
DB07402,Azapropazone,C0003524
DB08439,Parecoxib,C0915142
DB08797,Salicylamide,C0036071
DB08940,Kebuzone,C0064324
DB08942,Isoxicam,C0064104
DB08951,Indoprofen,C0021251
DB08955,Ibuproxam,C0063268
DB08976,Floctafenine,C0016245
DB08981,Fenbufen,C0060156
DB08984,Etofenamate,C0059868
DB08991,Epirizole,C0014581
